"guid","spelling","published","abbr1","abbr2","abbr3","type","gloss","character","arity","relational phrase","Original Textbook Order","LogFlash Order/Frequency",,"frequency"
101201,"tugni",,"tug",,"tu'i","gismu","agree","契",4,"x1 [person] agrees with person(s)/position/side x2 that x3 (du'u) is true about matter x4","9c",54,24,24
101202,"tujli",,"tuj",,,"gismu","tulip","郁",2,"x1 is a tulip (defined by flower shape) of species/strain x2","aj",0,"#N/A",0
101203,"tumla",,"tum",,"tu'a","gismu","land","土",2,"x1 is a parcel/expanse of land at location x2; x1 is terrain","8d",12,11,11
101204,"tunba",,"tub",,,"gismu","sibling","兄",3,"x1 is a sibling of x2 by bond/tie/standard/parent(s) x3","4b",5,"#N/A",0
101205,"tunka",,"tuk",,,"gismu","copper","铜",1,"x1 is made of/contains/is a quantity of copper (Cu); [metaphor: reddish, electrical conductor]","5e",4,"#N/A",0
101206,"tunlo",,"tul",,"tu'o","gismu","swallow","吞",1,"x1 gulps/swallows","5c",2,2,2
101207,"tunta",,"tun",,,"gismu","poke","戳",2,"x1 (object, usually pointed) pokes/jabs/stabs/prods x2 (experiencer)","a",1,7,7
101208,"tuple",,"tup",,"tu'e","gismu","leg","腿",2,"x1 is a/the leg [body-part] of x2; [metaphor: supporting branch]","1c",71,11,11
101209,"turni",,,"tru",,"gismu","govern","治",2,"x1 governs/rules/is ruler/governor/sovereign/reigns over people/territory/domain/subjects x2","ab",113,31,31
101210,"tutci",,,"tci",,"gismu","tool","具",2,"x1 is a tool/utensil/resource/instrument/implement used for doing x2; [form determines function]","7g",13,2,2
101211,"tutra",,"tut",,,"gismu","territory","疆",2,"x1 is territory/domain/space of/belonging to/controlled by x2","ab",4,1,1
101212,"vacri",,"var",,,"gismu","air","空",3,"x1 is a quantity of air/normally-gaseous atmosphere of planet x2, of composition including x3","5g",30,28,28
101213,"vajni",,"vaj",,"vai","gismu","important","郑",3,"x1 (object/event) is important/significant to x2 (person/event) in aspect/for reason x3 (nu/ka)","8c",87,35,35
101214,"valsi",,"val","vla",,"gismu","word","词",3,"x1 is a word meaning/causing x2 in language x3; (adjective: x1 is lexical/verbal)","1b",183,97,97
101215,"vamji",,"vam",,"va'i","gismu","value","值",4,"x1 (ni) is the equivalent value/worth of x2 [item(s) of value] to x3 for use/appreciation x4","8d",15,7,7
101216,"vamtu",,"vat",,,"gismu","vomit","呕",2,"x1 vomits/regurgitates x2; x1 throws x2 up; [violent] digestive expulsion","a",1,"#N/A",0
101217,"vanbi",,"vab",,,"gismu","environment","境",2,"x1 (ind./mass) is part of an environment/surroundings/context/ambience of x2","5d",33,2,2
101218,"vanci",,"vac",,,"gismu","evening","夕",3,"x1 is an evening [from end-of-work until sleep typical for locale] of day x2 at location x3","3e",60,18,18
101219,"vanju",,"van",,,"gismu","wine","酿",2,"x1 is made of/contains/is a quantity of wine from fruit/grapes x2","2j",21,5,5
101220,"vasru",,"vas",,"vau","gismu","contain","含",2,"x1 contains/holds/encloses/includes contents x2 within; x1 is a vessel containing x2","4d",71,23,23
101221,"vasxu",,"vax",,"va'u","gismu","breathe","呼",2,"x1 breathes/respires x2 [gas]","4d",25,10,10
101222,"vecnu",,"ven",,"ve'u","gismu","sell","售",4,"x1 [seller] sells/vends x2 [goods/service/commodity] to buyer x3 for amount/cost/expense x4","8c",48,10,10
101223,"venfu",,"vef",,,"gismu","revenge","仇",4,"x1 takes revenge on/retaliates against x2 (person) for wrong x3 (nu) with vengeance x4 (nu)","a",22,1,1
101224,"vensa",,"ves",,,"gismu","spring","春",3,"x1 is spring/springtime [warming season] of year x2 at location x3; (adjective:) x1 is vernal","3e",30,3,3
101225,"verba",,"ver",,"ve'a","gismu","child","孩",3,"x1 is a child/kid/juvenile [a young person] of age x2, immature by standard x3","4b",74,16,16
101226,"vibna",,"vib",,,"gismu","vagina","膣",2,"x1 is a/the vagina [body-part] of x2","aa",0,"#N/A",0
101227,"vidni",,,,,"gismu","video","屏",2,"x1 is a video monitor/CRT/screen [machine] serving function x2","ao",18,4,4
101228,"vidru",,"vir",,,"gismu","virus","病",3,"x1 is a virus of species/breed/defining property x2 capable of infecting [at] x3","ai",2,1,1
101229,"vifne",,"vif",,,"gismu","fresh","鲜",1,"(adjective:) x1 is fresh/unspoiled","5c",20,2,2
101230,"vikmi",,"vim",,"vi'i","gismu","excrete","泄",4,"x1 [body] excretes waste x2 from source x3 via means/route x4","aa",43,"#N/A",0
101231,"viknu",,"vik",,,"gismu","viscous","黏",2,"x1 is thick/viscous under conditions x2","6f",7,"#N/A",0
101232,"vimcu",,"vic",,"vi'u","gismu","remove","减",4,"x1 removes/subtracts/deducts/takes away x2 from x3 with/leaving result/remnant/remainder x4","7e",43,38,38
101233,"vindu",,"vid",,,"gismu","poison","毒",2,"x1 is poisonous/venomous/toxic/a toxin to x2","a",2,4,4
101234,"vinji",,"vij",,,"gismu","airplane","艇",3,"x1 is an airplane/aircraft [flying vehicle] for carrying passengers/cargo x2, propelled by x3","7f",1,"#N/A",0
101235,"vipsi",,"vip",,,"gismu","deputy","副",3,"x1 is a deputy/vice/subordinate in aspect [or organization principle] x2 (ka) to principal x3","a",7,1,1
101236,"virnu",,,"vri",,"gismu","brave","勇",3,"x1 is brave/valiant/courageous in activity x2 (event) by standard x3","4c",46,8,8
101237,"viska",,"vis",,"vi'a","gismu","see","见",3,"x1 sees/views/perceives visually x2 under conditions x3","6m",317,139,139
101238,"vitci",,"vit",,,"gismu","irregular","偶",2,"x1 is irregular/occasional/intermittent in property/action/aspect x2","9b",6,1,1
101239,"vitke",,,,"vi'e","gismu","guest","客",3,"x1 is a guest/visitor of x2 at place/event x3; x1 visits x2/x3","4d",95,20,20
101240,"vitno",,,,"vi'o","gismu","permanent","永",3,"x1 is permanent/lasting/[eternal] in property x2 (ka) by standard x3 [time-span/expectant one]","7j",5,1,1
101241,"vlagi",,"lag",,,"gismu","vulva","屄",2,"x1 is a/the vulva [body-part] of x2","aa",0,"#N/A",0
101242,"vlile",,"vil",,,"gismu","violent","暴",1,"x1 is an event/state/act of violence","8g",27,2,2
101243,"vlina",,,,,"gismu","alternation","或",3,"x1 is a logical alternation/disjunction, stating that x2 (du'u) and/or x3 (du'u) is/are true","7a",7,"#N/A",0
101244,"vlipa",,,"vli",,"gismu","powerful","势",3,"x1 has the power to bring about x2 under conditions x3; x1 is powerful in aspect x2 under x3","7g",35,22,22
101245,"vofli",,"vol",,"voi","gismu","flight","翔",2,"x1 flies [in air/atmosphere] using lifting/propulsion means x2","7f",27,4,4
101246,"voksa",,"vok",,"vo'a","gismu","voice","嗓",2,"x1 is a voice/speech sound of individual x2","9a",134,57,57
101247,"vorme",,"vor","vro",,"gismu","door","门",4,"x1 is a doorway/gateway/access way between x2 and x3 of structure x4","2k",113,39,39
101248,"vraga",,,"vra",,"gismu","lever","杠",4,"x1 is a lever [tool] [of apparatus] for doing x2 [function/action], with fulcrum x3 and arm x4","a",4,1,1
101249,"vreji",,"rej",,"vei","gismu","record","载",4,"x1 is a record of x2 (data/facts/du'u) about x3 (object/event) preserved in medium x4","8c",4,15,15
101250,"vreta",,,"vre",,"gismu","reclining","躺",2,"x1 lies/rests/reclines/reposes on x2; x1 is reclining/recumbent/lying on x2","an",68,22,22
101251,"vrici",,,,,"gismu","miscellaneous","杂",2,"x1 (set/mass/ind.) is miscellaneous/various/assorted in property x2 (ka)","6f",46,11,11
101252,"vrude",,"vud",,"vu'e","gismu","virtue","德",2,"x1 is virtuous/saintly/[fine/moral/nice/holy/morally good] by standard x2","2i",12,9,9
101253,"vrusi",,"vus",,"vu'i","gismu","taste","味",2,"x1 (ka) is a taste/flavor of/emitted by x2; x2 tastes of/like x1","6m",5,2,2
101254,"vukro",,"vur",,"vu'o","gismu","Ukrainian","辅",2,"x1 reflects Ukrainian language/culture/nationality in aspect x2","ab",0,"#N/A",0
101255,"xabju",,,,"xa'u","gismu","dwell","住",2,"x1 dwells/lives/resides/abides at/inhabits/is a resident of location/habitat/nest/home/abode x2","4d",130,86,86
101256,"xadba",,"xab",,,"gismu","half","半",3,"x1 is exactly/approximately half/semi-/demi-/hemi- of x2 by standard x3","7e",12,10,10
101257,"xadni",,"xad",,,"gismu","body","身",2,"x1 is a/the body/corpus/corpse of x2; (adjective:) x1 is corporal/corporeal","1c",80,12,12
101258,"xagji",,,,,"gismu","hunger","饿",2,"x1 hungers for x2; x1 needs/wants food/fuel x2","2j",48,26,26
101259,"xagri",,,,,"gismu","reed","唢",2,"x1 is a oboe/clarinet/saxophone [reed musical instrument] with reed x2","ak",1,"#N/A",0
101260,"xajmi",,"xam",,,"gismu","funny","诙",3,"x1 is funny/comical to x2 in property/aspect x3 (nu/ka); x3 is what is funny about x1 to x2","5g",32,25,25
101261,"xaksu",,"xak",,,"gismu","use up","耗",2,"x1 (event) uses up/depletes/consumes/[wastes] x2 [resource]","a",31,6,6
101262,"xalbo",,,,,"gismu","levity","浮",2,"x1 uses levity/is non-serious/frivolous about x2 (abstraction)","a",18,9,9
101263,"xalka",,"xal",,,"gismu","alcohol","醇",3,"x1 is a quantity of/contains/is made of alcohol of type x2 from source/process x3","ah",1,9,9
101264,"xalni",,,,,"gismu","panic","慌",2,"x1 (person) is panicked by crisis x2 (event/state)","a",16,2,2
101265,"xamgu",,"xag",,"xau","gismu","good","好",3,"x1 (object/event) is good/beneficial/nice/[acceptable] for x2 by standard x3","2i",226,116,116
101266,"xampo",,"xap",,"xa'o","gismu","ampere","培",3,"x1 is x2 ampere(s) [metric unit] in current (default is 1) by standard x3","af",0,"#N/A",0
101267,"xamsi",,"xas",,,"gismu","sea","海",3,"x1 is a sea/ocean/gulf/[atmosphere] of planet x2, of fluid x3; (adjective:) x1 is marine","6c",45,29,29
101268,"xance",,"xan",,"xa'e","gismu","hand","手",2,"x1 is a/the hand [body-part] of x2; [metaphor: manipulating tool, waldo]","1c",106,39,39
101269,"xanka",,,,,"gismu","nervous","忧",3,"x1 is nervous/anxious about x2 (abstraction) under conditions x3","9d",24,27,27
101270,"xanri",,"xar",,,"gismu","imaginary","虚",2,"x1 [concept] exists in the imagination of/is imagined by/is imaginary to x2","3j",10,22,22
101271,"xanto",,,,,"gismu","elephant","犸",2,"x1 is an elephant of species/breed x2","ai",16,1,1
101272,"xarci",,"xac",,"xa'i","gismu","weapon","武",3,"x1 is a weapon/arms for use against x2 by x3","a",15,1,1
101273,"xarju",,"xaj",,,"gismu","pig","猪",2,"x1 is a pig/hog/swine/[boar] [pork/ham/bacon-producer] of species/breed x2","ai",1,9,9
101274,"xarnu",,,,,"gismu","stubborn","顽",3,"x1 is stubborn/willfully opposing/resisting x2 about x3 (event/state)","a",1,3,3
101275,"xasli",,,,,"gismu","donkey","驴",2,"x1 is a donkey/jackass of species/breed x2","ai",35,7,7
101276,"xasne",,,,,"gismu","sweat","汗",3,"x1 is a/the sweat/perspiration from body x2, excreted by gland(s)/organs x3","aa",4,"#N/A",0
101277,"xatra",,,,"xa'a","gismu","letter","封",4,"x1 is a letter/missive/[note] to intended audience x2 from author/originator x3 with content x4","4i",76,6,6
101278,"xatsi",,"xat",,,"gismu","1E-18","a",3,"x1 is 1x10**-18 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
101279,"xazdo",,"xaz","zdo",,"gismu","Asiatic","亚",2,"x1 reflects Asiatic culture/nationality/geography in aspect x2","ab",3,1,1
101280,"xebni",,"xen",,"xei","gismu","hate","恨",2,"x1 hates/despises x2 (object/abstraction); x1 is full of hate for x2; x2 is odious to x1","2i",55,25,25
101281,"xebro",,"xeb","bro",,"gismu","Hebrew","伯",2,"x1 reflects Hebrew/Jewish/Israeli culture/nationality/language in aspect x2","ab",4,7,7
101282,"xecto",,"xet","cto",,"gismu","100","h",3,"x1 is a hundred [100; 1x10**2] of x2 in dimension/aspect x3 (default is units)","ae",6,3,3
101283,"xedja",,"xej",,"xe'a","gismu","jaw","颌",2,"x1 is a/the jaw [body-part] of x2","1c",17,3,3
101284,"xekri",,"xek",,"xe'i","gismu","black","黑",1,"x1 is black/extremely dark-colored [color adjective]","1a",47,12,12
101285,"xelso",,"xes",,,"gismu","Greek","希",2,"x1 reflects Greek/Hellenic culture/nationality/language in aspect x2","ab",40,3,3
101286,"xendo",,"xed",,"xe'o","gismu","kind","友",3,"x1 (person) is kind to x2 in actions/behavior x3","9c",23,10,10
101287,"xenru",,"xer",,"xe'u","gismu","regret","悔",2,"x1 regrets/rues (abstraction) x2; x1 is regretful/rueful/sorry/[remorseful] about x2","4c",25,16,16
101288,"xexso",,"xex",,,"gismu","1E18","E",3,"x1 is 1x10**18 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
101289,"xindo",,"xin",,,"gismu","Hindi","竺",2,"x1 reflects Hindi language/culture/religion in aspect x2","ab",12,"#N/A",0
101290,"xinmo",,"xim",,,"gismu","ink","墨",3,"x1 is a quantity of ink of color/pigment x2 used by writing device x3","ao",0,2,2
101291,"xirma",,"xir",,"xi'a","gismu","horse","马",2,"x1 is a horse/equine/[colt/mare/stallion/pony] of species/breed x2","ai",29,3,3
101292,"xislu",,"xil",,"xi'u","gismu","wheel","轮",3,"x1 is a wheel [tool] of device/vehicle x2, made of materials/having properties x3","a",6,2,2
101293,"xispo",,"xip",,,"gismu","Hispanic","裔",2,"x1 reflects Hispano-American culture/nationalities in aspect x2","ab",2,"#N/A",0
101294,"xlali",,,"xla",,"gismu","bad","坏",3,"x1 is bad for x2 by standard x3; x1 is poor/unacceptable to x2","2i",95,28,28
101295,"xlura",,,"xlu",,"gismu","influence","诱",4,"x1 (agent) influences/lures/tempts x2 into action/state x3 by influence/threat/lure x4","7j",24,5,5
101296,"xotli",,"xol",,"xoi","gismu","hotel","栈",3,"x1 is a hotel/inn/hostel at location x2 operated by x3","7f",0,"#N/A",0
101297,"xrabo",,"rab",,,"gismu","Arabic","阿",2,"x1 reflects Arabic-speaking culture/nationality in aspect x2","ab",2,"#N/A",0
101298,"xrani",,,,"xai","gismu","injure","伤",4,"x1 (event) injures/harms/damages victim x2 in property x3 (ka) resulting in injury x4 (state)","4c",82,13,13
101299,"xriso",,"xis",,"xi'o","gismu","Christian","督",2,"x1 pertains to the Christian religion/culture/nationality in aspect x2","ac",16,6,6
101300,"xruba",,"xub",,,"gismu","buckwheat","荞",2,"x1 is a quantity of buckwheat/rhubarb/sorrel grass of species/strain x2","aj",3,"#N/A",0
101301,"xruki",,"xuk",,,"gismu","turkey","雉",2,"x1 is a turkey [food/bird] of species/breed x2","ai",9,5,5
101302,"xrula",,"rul",,,"gismu","flower","花",2,"x1 is a/the flower/blossom/bloom [body-part] of plant/species x2; (adjective:) x1 is floral","aj",27,11,11
101303,"xruti",,,"xru",,"gismu","return","回",4,"x1 (agent) returns x2 to origin/earlier state x3 from x4; x1 moves/gives x2 back to x3 from x4","7f",49,84,84
101304,"xukmi",,"xum",,"xu'i","gismu","chemical","剂",3,"x1 is an instance of substance/chemical/drug x2 (individual or mass) with purity x3","ah",2,1,1
101305,"xunre",,"xun",,"xu'e","gismu","red","红",1,"x1 is red/crimson/ruddy [color adjective]","1a",86,11,11
101306,"xurdo",,"xur",,"xu'o","gismu","Urdu","瑙",2,"x1 reflects Urdu language/culture/nationality in aspect x2","ab",1,"#N/A",0
101307,"xusra",,"xus",,"xu'a","gismu","assert","称",2,"x1 (agent) asserts/claims/declares x2 (du'u) is true [can be used for epistemology of authority]","3j",91,26,26
101308,"xutla",,"xul",,,"gismu","smooth","腻",1,"x1 is smooth/even/[soft/silky] in texture/regularity","6f",4,2,2
101309,"zabna",,"zan",,"za'a","gismu","favorable","惠",3,"x1 is a favorable connotation/sense/way-of-looking-at x2 used by x3","3d",46,3,3
101310,"zajba",,"zaj",,,"gismu","gymnast","踺",2,"x1 is a gymnast at/performs gymnastics feat x2","a",0,"#N/A",0
101311,"zalvi",,"zal",,,"gismu","grind","磨",3,"x1 [individual or mass of hard surfaces] grinds/pulverizes/crushes x2 into powder x3","a",1,"#N/A",0
101312,"zanru",,"zar",,"zau","gismu","approve","批",2,"x1 approves of/gives favor to plan/action x2 (object/event)","8d",62,11,11
101313,"zarci",,"zac",,"zai","gismu","market","市",3,"x1 is a market/store/exchange/shop(s) selling/trading (for) x2, operated by/with participants x3","3m",290,6,6
101314,"zargu",,"zag",,"za'u","gismu","buttock","臀",2,"x1 is a/the buttock(s)/arse/rear/seat [body-part] of x2; [metaphor: rounded surface, support]","aa",0,2,2
101315,"zasni",,"zas",,,"gismu","temporary","暂",3,"x1 is temporary/not permanent/expected to change in property x2 (ka) by standard/expectant x3","7j",6,2,2
101316,"zasti",,"zat",,"za'i","gismu","exist","存",3,"x1 exists/is real/actual/reality for x2 under metaphysics x3","3j",104,61,61
101317,"zbabu",,"bab",,,"gismu","soap","皂",3,"x1 is a quantity of/contains/is made of soap from source x2 of composition including x3","ah",5,1,1
101318,"zbani",,,,,"gismu","bay","湾",2,"x1 is a bay in/of coast/shoreline x2","6c",6,1,1
101319,"zbasu",,,"zba",,"gismu","make","作",3,"x1 makes/assembles/builds/manufactures/creates x2 out of materials/parts/components x3","7f",217,74,74
101320,"zbepi",,,"zbe",,"gismu","pedestal","座",3,"x1 is a pedestal/base/stand/pallet supporting x2 (object/event), of materials/properties x3","a",1,4,4
101321,"zdani",,,"zda",,"gismu","nest","家",2,"x1 is a nest/house/lair/den/[home] of/for x2","4d",280,100,100
101322,"zdile",,,"zdi",,"gismu","amusing","逗",3,"x1 (abstract) is amusing/entertaining to x2 in property/aspect x3; x3 is what amuses x2 about x1","5g",79,33,33
101323,"zekri",,"zer",,"zei","gismu","crime","罪",2,"x1 (event/state) is a crime/[taboo/offense/sin] to people/culture/judges/jury x2","8d",24,11,11
101324,"zenba",,"zen",,"ze'a","gismu","increase","添",3,"x1 (experiencer) increases/is incremented/augmented in property/quantity x2 by amount x3","a",35,25,25
101325,"zepti",,"zep",,,"gismu","1E-21","z",3,"x1 is 1x10**-21 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
101326,"zetro",,"zet",,,"gismu","1E21","Z",3,"x1 is 1x10**21 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
101327,"zgana",,,"zga",,"gismu","observe","观",4,"x1 observes/[notices]/watches/beholds x2 using senses/means x3 under conditions x4","6m",189,53,53
101328,"zgike",,,"zgi","gi'e","gismu","music","乐",2,"x1 is music performed/produced by x2 (event)","5g",55,14,14
101329,"zifre",,"zif",,"zi'e","gismu","free","自",3,"x1 is free/at liberty to do/be x2 (event/state) under conditions x3","8e",21,22,22
101330,"zinki",,"zin",,"zi'i","gismu","zinc","锌",1,"x1 is a quantity of/contains/is made of zinc (Zn); [metaphor: hard metal]","ag",2,"#N/A",0
101331,"zirpu",,"zir",,"zi'u","gismu","purple","紫",1,"x1 is purple/violet [color adjective]","1a",6,6,6
