"guid","spelling","published","abbr1","abbr2","abbr3","type","gloss","character","arity","relational phrase","Original Textbook Order","LogFlash Order/Frequency",,"frequency"
100668,"litki",,"lik",,,"gismu","liquid","液",3,"x1 is liquid/fluid, of composition/material including x2, under conditions x3","6b",11,1,1
100669,"litru",,,,"li'u","gismu","travel","旅",3,"x1 travels/journeys/goes/moves via route x2 using means/vehicle x3; x1 is a traveller","7f",118,27,27
100670,"livga",,,,,"gismu","liver","肝",2,"x1 is a/the liver [body-part] of x2","aa",0,"#N/A",0
100671,"livla",,"lil",,,"gismu","fuel","燃",2,"x1 is a fuel/energy-source for powering x2","7f",1,5,5
100672,"logji",,"loj",,,"gismu","logic","逻",2,"x1 [rules/methods] is a logic for deducing/concluding/inferring/reasoning to/about x2 (du'u)","7a",24,18,18
100673,"lojbo",,"lob","jbo",,"gismu","Lojbanic","谔",2,"x1 reflects [Loglandic]/Lojbanic language/culture/nationality/community in aspect x2","1b",0,93,93
100674,"loldi",,"lol",,"loi","gismu","floor","底",2,"x1 is a floor/bottom/ground of x2","2k",120,18,18
100675,"lorxu",,"lor",,"lo'u","gismu","fox","狐",2,"x1 is a fox [bushy-tailed wild dog/canine] of species/breed x2","ai",36,7,7
100676,"lubno",,,,"lu'o","gismu","Lebanese","黎",2,"x1 reflects Lebanese culture/nationality in aspect x2","ab",1,"#N/A",0
100677,"lujvo",,"luv","jvo",,"gismu","affix compound","栟",4,"x1 (text) is a compound predicate word with meaning x2 and arguments x3 built from metaphor x4","1b",428,34,34
100678,"lumci",,"lum",,"lu'i","gismu","wash","洗",4,"x1 (agent) washes/cleanses x2 of soil/contaminant x3 in/with cleaning material(s) x4","5g",16,11,11
100679,"lunbe",,"lub",,,"gismu","bare","裸",1,"x1 is bare/naked/nude; x1 is without cover/clothes/[protection]","a",17,4,4
100680,"lunra",,"lur",,,"gismu","lunar","月",2,"x1 is Earth's moon (default); x1 is a major natural satellite/moon of planet x2","am",36,4,4
100681,"lunsa",,"lus",,,"gismu","condense","凝",4,"x1 condenses/liquefies on/into x2 at temperature x3, pressure x4; x1 is dew/condensate on x2","a",0,"#N/A",0
100682,"mabla",,"mal",,,"gismu","derogative","贬",3,"x1 is a derogative connotation/sense of x2 used by x3; x3 derogates/'curses at' x2 in form x1","3d",78,16,16
100683,"mabru",,"mab",,,"gismu","mammal","哺",2,"x1 is a mammal/'animal'/beast of species x2","6c",7,6,6
100684,"macnu",,,"cnu",,"gismu","manual","役",3,"x1 (event/action/process) is manual [not automatic] in function x2 under conditions x3","7g",1,"#N/A",0
100685,"makcu",,,,"ma'u","gismu","mature","熟",2,"x1 is mature/ripe/fully-grown/adult in development-quality x2 (ka)","9c",18,6,6
100686,"makfa",,"maf",,,"gismu","magic","魔",3,"x1 is magic/supernatural/sorcery/witchcraft/wizardry to x2, performed by person/force/deity x3","a",50,7,7
100687,"maksi",,"mak",,,"gismu","magnet","磁",2,"x1 is magnetic [adjective] producing magnetic field x2","a",1,"#N/A",0
100688,"malsi",,"mas",,,"gismu","temple","庙",3,"x1 is a temple/church/sanctuary/synagogue/shrine of religion x2 at location/serving area x3","9a",33,4,4
100689,"mamta",,"mam",,,"gismu","mother","母",2,"x1 is a mother of x2; x1 bears/mothers/acts maternally toward x2; [not necessarily biological]","4b",128,32,32
100690,"manci",,"mac",,,"gismu","wonder","畏",2,"x1 feels wonder/awe/marvels about x2","9d",43,13,13
100691,"manfo",,,,,"gismu","uniform","统",2,"x1 (object/event) is uniform/homogeneous in property x2 (ka)","7j",11,"#N/A",0
100692,"manku",,"man",,,"gismu","dark","黯 ",1,"x1 is dark/lacking in illumination","1a",67,12,12
100693,"manri",,"mar",,,"gismu","reference","按",3,"x1 is a frame of reference/standard for observing/measuring/determining x2, with/by rules x3","2d",70,2,2
100694,"mansa",,,,,"gismu","satisfy","满",3,"x1 satisfies evaluator x2 in property (ka)/state x3","8c",39,1,1
100695,"manti",,,,,"gismu","ant","蚂",2,"x1 is an ant of species/breed x2","ai",135,9,9
100696,"mapku",,"map",,,"gismu","cap","帽",2,"x1 is a cap/hat/crown/helmet/piece of headgear [head-top garment] of material x2","3f",18,2,2
100697,"mapni",,,,,"gismu","cotton","棉",1,"x1 is a quantity of/contains/is made of cotton [type of fabric/material]","ah",2,"#N/A",0
100698,"mapti",,"mat",,,"gismu","fit","适",3,"x1 fits/matches/suits/is compatible/appropriate/corresponds to/with x2 in property/aspect x3","7j",47,35,35
100699,"marbi",,,"mra",,"gismu","shelter","庇",3,"x1 is a shelter/haven/refuge/retreat/harbor for/protecting x2 from danger/threat x3","4d",14,3,3
100700,"marce",,,,"ma'e","gismu","vehicle","辆",4,"x1 is a vehicle/mode of transport carrying x2 in/on surface/medium x3, propelled by x4","7f",12,3,3
100701,"marde",,"mad",,,"gismu","morals","贤",3,"x1 are the ethics/morals/moral standards/ethical standards of x2 (ind./mass) about situation x3","a",6,"#N/A",0
100702,"margu",,"mag",,,"gismu","mercury","汞",1,"x1 is a quantity of/contains/made of mercury/quicksilver; [metaphor: fluid metal; temperature]","ag",2,1,1
100703,"marji",,"maj",,"mai","gismu","material","材",3,"x1 is material/stuff/matter of type/composition including x2 in shape/form x3","6b",29,4,4
100704,"marna",,,,,"gismu","hemp","麻",2,"x1 is a quantity of hemp/marijuana/jute of species/strain x2","aj",2,5,5
100705,"marxa",,"max",,,"gismu","mash","捣",3,"x1 [force] mashes/crushes/squashes/smashes x2 into pulp/mash/crumbs/deformed mass x3","a",6,2,2
100706,"masno",,,"sno",,"gismu","slow","慢",2,"x1 is slow/sluggish at doing/being/bringing about x2 (event/state)","4f",37,25,25
100707,"masti",,,,"ma'i","gismu","month","旬",3,"x1 is x2 months in duration (default is 1 month) by month standard x3","3e",36,7,7
100708,"matci",,,,,"gismu","mat","垫",2,"x1 is a mat/pad/mattress/pallet [flat, soft, dense form] of material x2","a",13,"#N/A",0
100709,"matli",,,,,"gismu","linen","缌",1,"x1 is a quantity of/contains/is made of linen/flax [type of fabric/material]","ah",12,"#N/A",0
100710,"matne",,,,,"gismu","butter","醐",2,"x1 is a quantity of/contains butter/oleo/margarine/shortening from source x2","5b",6,11,11
100711,"matra",,,,,"gismu","motor","擎",2,"x1 is a motor/engine, driving/propelling/providing power to x2","a",0,"#N/A",0
100712,"mavji",,"mav",,,"gismu","oats","燕",2,"x1 is a quantity of oats [grain] of species/strain x2","aj",3,"#N/A",0
100713,"maxri",,,"xri",,"gismu","wheat","禾",2,"x1 is a quantity of wheat [grain] of species/strain x2","aj",9,3,3
100714,"mebri",,"meb",,,"gismu","brow","眉",2,"x1 is a/the brow/forehead [projecting flat/smooth head/body-part] of x2","aa",18,2,2
100715,"megdo",,"meg",,,"gismu","1E6","M",3,"x1 is a million [1x10**6] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100716,"mekso",,"mek",,"me'o","gismu","MEX","式",2,"x1 [quantifier/expression] is a mathematical expression interpreted under rules/convention x2","7e",88,"#N/A",0
100717,"melbi",,"mel","mle",,"gismu","beautiful","丽",4,"x1 is beautiful/pleasant to x2 in aspect x3 (ka) by aesthetic standard x4","6c",191,64,64
100718,"meljo",,"mej",,,"gismu","Malaysian","霹",2,"x1 reflects Malaysian/Malay culture/nationality/language in aspect x2","ab",1,"#N/A",0
100719,"menli",,"men",,,"gismu","mind","怀",2,"x1 is a mind/intellect/psyche/mentality/[consciousness] of body x2","3l",26,10,10
100720,"mensi",,"mes",,"me'i","gismu","sister","姐",3,"x1 is a sister of/sororal to x2 by bond/tie/standard/parent(s) x3; [not necessarily biological]","4b",38,13,13
100721,"mentu",,"met",,"me'u","gismu","minute","瞬",3,"x1 is x2 minutes in duration (default is 1 minute) by standard x3","3e",12,24,24
100722,"merko",,"mer",,,"gismu","American","魁",2,"x1 pertains to USA/American culture/nationality/dialect in aspect x2","1b",38,18,18
100723,"merli",,,"mre",,"gismu","measure","测",5,"x1 (agent) measures/evaluates x2 [quantity] as x3 units on scale x4 (si'o), with accuracy x5","al",14,3,3
100724,"mexno",,"mex",,,"gismu","Mexican","玛",2,"x1 reflects Mexican culture/nationality in aspect x2","ab",1,2,2
100725,"midju",,"mij",,,"gismu","middle","中",2,"x1 is in/at the middle/center/midpoint/[is a focus] of x2; (adjective:) x1 is central","2d",31,17,17
100726,"mifra",,"mif",,,"gismu","code","密",3,"x1 is encoded/cipher text of plain-text x2 by code/coding system x3; x1 is in code; x3 is a code","a",2,1,1
100727,"mikce",,"mic",,,"gismu","doctor","医",4,"x1 doctors/treats/nurses/[cures]/is physician/midwife to x2 for ailment x3 by treatment/cure x4","4c",63,4,4
100728,"mikri",,"mik",,,"gismu","1E-6","µ",3,"x1 is a millionth [1x10**-6] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100729,"milti",,"mil",,,"gismu",".001","m",3,"x1 is a thousandth [1/1000; 1x10**-3] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100730,"milxe",,,"mli",,"gismu","mild","些",2,"x1 is mild/non-extreme/gentle/middling/somewhat in property x2 (ka); x1 is not very x2","6k",58,53,53
100731,"minde",,"mid",,"mi'e","gismu","command","命",3,"x1 issues commands/orders to x2 for result x3 (event/state) to happen; x3 is commanded to occur","1h",91,23,23
100732,"minji",,,,"mi'i","gismu","machine","机",2,"x1 is a machine for use/function x2; [automated apparatus, without direct function control]","7g",13,14,14
100733,"minli",,,,,"gismu","mile","里",4,"x1 is x2 (default 1) long local distance unit(s) [non-metric], x3 subunits, standard x4","al",1,6,6
100734,"minra",,"mir",,,"gismu","reflect","映",4,"x1 reflects/mirrors/echoes x2 [object/radiation] to observer/point x3 as x4; x2 bounces on x1","a",40,4,4
100735,"mintu",,"mit",,"mi'u","gismu","same","同",3,"x1 is the same/identical thing as x2 by standard x3; (x1 and x2 interchangeable)","2g",47,34,34
100736,"mipri",,"mip",,,"gismu","secret","秘",4,"x1 keeps x2 secret/hidden from x3 by method x4; x2 is a secret; x1 hides/conceals x2","3l",53,10,10
100737,"mirli",,,,,"gismu","deer","鹿",2,"x1 is a deer/elk/moose/[hart/stag/doe] of species/breed x2","ai",0,1,1
100738,"misno",,"mis",,"mi'o","gismu","famous","著",2,"x1 (person/object/event) is famous/renowned/is a celebrity among community of persons x2 (mass)","7j",8,7,7
100739,"misro",,,,,"gismu","Egyptian","埃",2,"x1 reflects Egyptian culture/nationality in aspect x2","ab",1,1,1
100740,"mitre",,,"tre",,"gismu","meter","米",4,"x1 is x2 meter(s) [metric unit] in length (default 1) measured in direction x3 by standard x4","af",0,5,5
100741,"mixre",,"mix","xre",,"gismu","mixture","混",2,"x1 (mass) is a mixture/blend/colloid/commingling with ingredients including x2","5c",19,6,6
100742,"mlana",,,"mla",,"gismu","side","侧",4,"x1 is to the side of/lateral to x2 and facing x3 from point of view/in-frame-of-reference x4","1e",88,23,23
100743,"mlatu",,"lat",,,"gismu","cat","猫",2,"x1 is a cat/[puss/pussy/kitten] [feline animal] of species/breed x2; (adjective:) x1 is feline","ai",124,55,55
100744,"mleca",,"mec",,"me'a","gismu","less","少",4,"x1 is less than x2 in property/quantity x3 (ka/ni) by amount x4","6k",57,8,8
100745,"mledi",,"led",,,"gismu","mold","霉",3,"x1 is a mold/fungus/mushrooms/truffles of species/strain x2 parasitic/growing on x3","aj",5,7,7
100746,"mluni",,"lun",,,"gismu","satellite","卫",4,"x1 is a satellite/moon orbiting x2 with characteristics x3, orbital parameters x4","am",1,9,9
100747,"mokca",,"moc",,,"gismu","point","点",2,"x1 is a point/instant/moment [0-dimensional shape/form] in/on/at time/place x2","9b",14,8,8
100748,"moklu",,"mol",,"mo'u","gismu","mouth","口",2,"x1 is a/the mouth/oral cavity [body-part] of x2; (metaphor: entrance/intake for consumption)","1c",14,16,16
100749,"molki",,,"mlo",,"gismu","mill","坊",2,"x1 is a mill/foundry/industrial plant/[assembly line] performing process x2","ap",0,"#N/A",0
100750,"molro",,,,"mo'o","gismu","mole","毫",3,"x1 is x2 mole(s) [metric unit] in substance (default is 1) by standard x3","af",2,"#N/A",0
100751,"morji",,"moj",,"mo'i","gismu","remember","记",3,"x1 remembers/recalls/recollects fact(s)/memory x2 (du'u) about subject x3","2h",114,53,53
100752,"morko",,"mor",,,"gismu","Moroccan","洛",2,"x1 reflects Moroccan culture/nationality in aspect x2","ab",1,"#N/A",0
100753,"morna",,"mon",,"mo'a","gismu","pattern","模",3,"x1 is/reflects/represents a pattern of forms/events x2 arranged according to structure x3","9b",14,6,6
100754,"morsi",,,"mro",,"gismu","dead","死",1,"x1 is dead/has ceased to be alive","4c",244,46,46
100755,"mosra",,"mos",,,"gismu","friction","摩",3,"x1 is friction [force opposing motion] due to contact/rubbing between x2 and x3; (fe) x2 rubs x3","a",3,4,4
100756,"mraji",,,,,"gismu","rye","麦",2,"x1 is a quantity of rye [grain] of species/strain x2","aj",3,"#N/A",0
100757,"mrilu",,,"mri",,"gismu","mail","寄",5,"x1 mails/posts [transfer via intermediary service] x2 to x3 from x4 by carrier/network/system x5","4i",15,29,29
100758,"mruli",,,"mru",,"gismu","hammer","锤",4,"x1 [tool] is a hammer for/hammers x2 [target] consisting of weight/head x3 propelled by x4","ao",2,2,2
100759,"mucti",,"mut",,,"gismu","immaterial","缈",1,"x1 is immaterial/not physical/without material form","6b",8,4,4
100760,"mudri",,"mud",,,"gismu","wood","木",2,"x1 is a quantity of/is made of/contains wood/lumber from tree(s) of type/species x2","6b",27,2,2
100761,"mukti",,"muk",,"mu'i","gismu","motive","激",3,"x1 (action/event/state) motivates/is a motive/incentive for action/event x2, per volition of x3","6a",70,36,36
100762,"mulno",,"mul",,"mu'o","gismu","complete","完",3,"x1 (event) is complete/done/finished; x1 (object) has become whole in property x2 by standard x3","7j",181,45,45
100763,"munje",,"muj",,"mu'e","gismu","universe","宙",3,"x1 is a universe/cosmos [complete and ordered entirety] of domain/sphere x2 defined by rules x3","a",44,19,19
100764,"mupli",,"mup",,,"gismu","example","例",3,"x1 is an example/sample/specimen/instance/case/illustration of common property(s) x2 of set x3","2h",52,5,5
100765,"murse",,,,,"gismu","glimmering","荧",3,"x1 is the [astronomical] twilight/dawn/dusk/half-light/glimmering of day x2 at location x3","3e",8,"#N/A",0
100766,"murta",,"mur",,"mu'a","gismu","curtain","帘",3,"x1 is a curtain/blinds/drapes for covering/obscuring aperture x2, and made of material x3","5g",10,3,3
100767,"muslo",,"mus",,,"gismu","Islamic","穆",2,"x1 pertains to the Islamic/Moslem/Koranic [Quranic] culture/religion/nation in aspect x2","ac",11,1,1
100768,"mutce",,,"tce",,"gismu","much","很",3,"x1 is much/extreme in property x2 (ka), towards x3 extreme/direction; x1 is, in x2, very x3","6k",311,213,213
100769,"muvdu",,"muv",,"mu'u","gismu","move","到",4,"x1 (object) moves to destination/receiver x2 [away] from origin x3 over path/route x4","2b",59,20,20
100770,"muzga",,"muz",,,"gismu","museum","博",3,"x1 is a museum for preserving [and possibly exhibiting] x2 at location x3","ap",8,3,3
100771,"nabmi",,"nam",,,"gismu","problem","困",3,"x1 (event/state) is a problem to/encountered by x2 in situation/task/inquiry x3","8c",30,19,19
100772,"nakni",,"nak",,,"gismu","male","雄",3,"x1 is a male/buck of species x2 evidencing masculine trait(s) x3 (ka); x1 is masculine","4b",31,5,5
100773,"nalci",,,,"na'i","gismu","wing","翼",2,"x1 is a/the wing [body-part] of x2; [metaphor: lateral supporting surface]","ai",13,3,3
100774,"namcu",,"nac",,"na'u","gismu","number","数",1,"x1 (li) is a number/quantifier/digit/value/figure (noun); refers to the value and not the symbol","3a",35,6,6
100775,"nanba",,"nab",,,"gismu","bread","馍",2,"x1 is a quantity of/contains bread [leavened or unleavened] made from grains x2","5b",30,25,25
100776,"nanca",,,,"na'a","gismu","year","年",3,"x1 is x2 years in duration (default is 1 year) by standard x3; (adjective:) x1 is annual","3e",110,25,25
100777,"nandu",,"nad",,,"gismu","difficult","艰",3,"x1 is difficult/hard/challenging for x2 under conditions x3; x1 challenges (non-agentive) x2","1i",54,35,35
100778,"nanla",,,,,"gismu","boy","伙",3,"x1 is a boy/lad [young male person] of age x2 immature by standard x3","4b",44,9,9
100779,"nanmu",,,,"nau","gismu","man","男",1,"x1 is a man/men; x1 is a male humanoid person [not necessarily adult]","1k",332,32,32
100780,"nanvi",,"nav",,,"gismu","1E-9","n",3,"x1 is a billionth/thousand-millionth [1x10**-9] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100781,"narge",,"nag",,,"gismu","nut","仁",4,"x1 is a nut [body-part: hard-shelled fruit] from plant/species x2 with shell x3 and kernel x4","aj",0,"#N/A",0
100782,"narju",,"naj",,,"gismu","orange","橙",1,"x1 is orange [color adjective]","1a",31,4,4
100783,"natfe",,"naf",,"na'e","gismu","deny","驳",3,"x1 (du'u) contradicts/denies/refutes/negates x2 (du'u) under rules/logic x3","7a",1,8,8
100784,"natmi",,"nat",,"nai","gismu","nation","族",2,"x1 is a nation/ethnic group of peoples x2; [people sharing a history/culture]","ab",42,25,25
100785,"navni",,,,,"gismu","neon","氖 ",2,"x1 is a quantity of/contains/is made of inert gas of type x2 [neon/argon/radon/xenon]","ag",4,"#N/A",0
100786,"naxle",,"nax","xle",,"gismu","canal","河",4,"x1 is a canal/channel to x2 from x3 with route x4","ap",0,"#N/A",0
100787,"nazbi",,"naz","zbi",,"gismu","nose","鼻",3,"x1 is the nose [body-part] of x2 with nostril(s)/nasal passage(s) x3; [metaphor: protrusion]","1c",11,4,4
100788,"nejni",,"nen",,,"gismu","energy","能",3,"x1 is energy of type x2 in form x3","a",6,3,3
100789,"nelci",,"nel",,"nei","gismu","fond","喜",2,"x1 is fond of/likes/has a taste for x2 (object/state)","2i",180,163,163
100790,"nenri",,"ner",,"ne'i","gismu","in","内",2,"x1 is in/inside/within x2; x1 is on the inside/interior of x2 [totally within the bounds of x2]","1e",298,34,34
100791,"nibli",,"nib",,"ni'i","gismu","necessitate","必",3,"x1 logically necessitates/entails/implies action/event/state x2 under rules/logic system x3","6a",90,12,12
100792,"nicte",,,"cte",,"gismu","night","夜",3,"x1 is a nighttime of day x2 at location x3; (adjective:) x1 is at night/nocturnal","3e",58,26,26
100793,"nikle",,"nik",,,"gismu","nickel","镍",1,"x1 is made of/contains/is a quantity of nickel/other metal resistant to oxidation","5e",6,"#N/A",0
100794,"nilce",,,,"ni'e","gismu","furniture","傢",3,"x1 [furniture items] furnishes x2 [location] serving purpose/function x3","an",1,"#N/A",0
100795,"nimre",,,,,"gismu","citrus","橘",2,"x1 is a quantity of citrus [fruit/tree, etc.] of species/strain x2","aj",3,2,2
100796,"ninmu",,"nim",,"ni'u","gismu","woman","女",1,"x1 is a woman/women; x1 is a female humanoid person [not necessarily adult]","1k",130,33,33
100797,"nirna",,"nir",,,"gismu","nerve","髓",2,"x1 is a nerve/neuron [body-part] of x2; [metaphor: information/control network connection]","aa",1,3,3
100798,"nitcu",,,"tcu",,"gismu","need","须",3,"x1 needs/requires/is dependent on/[wants] necessity x2 for purpose/action/stage of process x3","3m",79,32,32
100799,"nivji",,"niv",,,"gismu","knit","纫",3,"x1 (agent) knits x2 [cloth/object] from yarn/thread x3","a",0,"#N/A",0
100800,"nixli",,"nix","xli",,"gismu","girl","姑",3,"x1 is a girl [young female person] of age x2 immature by standard x3","4b",172,10,10
100801,"nobli",,"nol",,"no'i","gismu","noble","贵",2,"x1 is noble/aristocratic/elite/high-born/titled in/under culture/society/standard x2","a",47,8,8
100802,"notci",,"not",,"noi","gismu","message","言",4,"x1 is a message/notice/memorandum about subject x2 from author x3 to intended audience x4","4i",78,23,23
100803,"nukni",,"nuk",,,"gismu","magenta","瑰",1,"x1 is magenta/fuchsia/purplish-red [color adjective]","1a",3,"#N/A",0
100804,"nupre",,"nup",,"nu'e","gismu","promise","诺",3,"x1 (agent) promises/commits/assures/threatens x2 (event/state) to x3 [beneficiary/victim]","9c",6,3,3
100805,"nurma",,"num",,,"gismu","rural","乡",2,"x1 is a rural/rustic/pastoral area of x2; x1 is in the country","6c",39,4,4
100806,"nutli",,"nul",,"nu'i","gismu","neutral","仲",2,"x1 is neutral/not taking sides/medial/not towards any extreme on scale/in dissension x2","8g",0,"#N/A",0
100807,"nuzba",,"nuz",,,"gismu","news","息",4,"x1 (du'u) is news/tidings/new information about subject x2 from source x3, to observer x4","4i",83,43,43
100808,"pacna",,,,"pa'a","gismu","hope","希",3,"x1 hopes/wishes for/desires x2 (event), expected likelihood x3 (0-1); x1 hopes that x2 happens","9d",60,32,32
100809,"pagbu",,"pag",,"pau","gismu","part","部",2,"x1 is a part/component/piece/portion/segment of x2 [where x2 is a whole/mass]; x2 is partly x1","7j",131,45,45
100810,"pagre",,,"gre",,"gismu","pass through","穿",4,"x1 passes through/penetrates barrier/medium/portal x2 to destination side x3 from origin side x4","4d",60,19,19
100811,"pajni",,,,"pai","gismu","judge","判",2,"x1 judges/referees/arbitrates/is a judge determining/deciding matter x2 (abstract)","2f",39,11,11
100812,"palci",,"pac",,,"gismu","evil","邪",2,"x1 is evil/depraved/wicked [morally bad] by standard x2","2i",52,13,13
100813,"palku",,"pak",,,"gismu","pants","裤",2,"x1 are pants/trousers/slacks/leggings [legged garment] of material x2","3f",15,1,1
100814,"palne",,,,,"gismu","tray","盘",3,"x1 is a tray/platter/flat container [pan/sheet/griddle] of contents x2, and made of material x3","5c",6,3,3
100815,"palta",,,,,"gismu","plate","碟",2,"x1 is a plate/dish/platter/saucer [flat/mildly concave food service bed] made of material x2","5c",10,6,6
100816,"pambe",,,,,"gismu","pump","泵",5,"x1 is a pump/injector [tool/apparatus] pumping/inserting fluid x2 to x3 from x4 by means x5","a",0,"#N/A",0
100817,"panci",,"pan",,,"gismu","odor","臭",3,"x1 is an odor/fragrance/scent/smell emitted by x2 and detected by observer/sensor x3","5c",17,1,1
100818,"pandi",,"pad",,,"gismu","punctuate","标",4,"x1 (agent) punctuates x2 (expression) with symbol/word x3 with syntactic/semantic effect x4","1h",2,1,1
100819,"panje",,,,,"gismu","sponge","绵",1,"x1 is a quantity of/contains/is made of sponge/porous material","ah",3,3,3
100820,"panka",,,,,"gismu","park","园",3,"x1 is a park/land reserve managed by community/polity/company x2 for purpose x3","ap",17,"#N/A",0
100821,"panlo",,,,"pa'o","gismu","slice","片",2,"x1 is a slice [thin flat portion] of x2 (mass)","5c",6,"#N/A",0
100822,"panpi",,"pap",,,"gismu","peace","宁",2,"x1 is at peace with x2","8g",33,5,5
100823,"panra",,,,,"gismu","parallel","并",4,"x1 parallels x2 differing only in property x3 (ka; jo'u/fa'u term) by standard/geometry x4","9b",11,5,5
100824,"pante",,"pat",,,"gismu","protest","抗",4,"x1 protests/objects to/complains about x2 (event/state) to audience x3 with action x4","9c",12,11,11
100825,"panzi",,"paz",,,"gismu","offspring","孥",2,"x1 is a [biological] offspring/child/kid/hybrid of parent(s) x2; (adjective:) x1 is filial","4b",23,16,16
100826,"papri",,,,,"gismu","page","页",2,"x1 is a [physical] page/leaf of book/document/bound mass of pages x2","1h",6,4,4
100827,"parbi",,"pab",,,"gismu","ratio","率",3,"x1 (me'o, fraction) is a ratio/rate of x2 (quantity) with respect to x3 (quantity), [x2:x3]","7e",4,2,2
100828,"pastu",,"pas",,,"gismu","robe","袍",2,"x1 is a robe/tunic/gown/cloak/dress/[coveralls] [a long/full body garment] of material x2","3f",26,"#N/A",0
100829,"patfu",,"paf",,"pa'u","gismu","father","父",2,"x1 is a father of x2; x1 begets/sires/acts paternal towards x2; [not necessarily biological]","4b",93,19,19
100830,"patlu",,,,,"gismu","potato","芋",2,"x1 is a potato [an edible tuber] of variety/cultivar x2","5b",7,"#N/A",0
100831,"patxu",,"pax",,,"gismu","pot","壶 ",3,"x1 is a pot/kettle/urn/tub/sink, a deep container for contents x2, of material/properties x3","ao",0,5,5
100832,"pelji",,,"ple",,"gismu","paper","纸",2,"x1 is paper from source x2","1h",15,6,6
100833,"pelxu",,"pel",,,"gismu","yellow","黄",1,"x1 is yellow/golden [color adjective]","1a",32,9,9
100834,"pemci",,"pem",,,"gismu","poem","诗",4,"x1 is a poem/verse about plot/theme/subject/pattern x2 by author x3 for intended audience x4","8b",103,11,11
100835,"penbi",,"peb",,,"gismu","pen","笔",3,"x1 is a pen using ink x2 applied by process x3","1f",11,1,1
100836,"pencu",,"pec",,"pe'u","gismu","touch","触",4,"x1 (agent) touches x2 with x3 [a locus on x1 or an instrument] at x4 [a locus on x2]","1g",38,6,6
100837,"pendo",,"ped",,"pe'o","gismu","friend","朋",2,"x1 is/acts as a friend of/to x2 (experiencer); x2 befriends x1","2i",90,57,57
100838,"penmi",,"pen",,"pe'i","gismu","meet","遇",3,"x1 meets/encounters x2 at/in location x3","1g",125,32,32
100839,"pensi",,"pes",,"pei","gismu","think","思",2,"x1 thinks/considers/cogitates/reasons/is pensive about/reflects upon subject/concept x2","3l",164,127,127
100840,"perli",,"per",,,"gismu","pear","梨",2,"x1 is a pear [fruit] of species/strain x2","aj",6,"#N/A",0
100841,"pesxu",,"pex",,,"gismu","paste","糊",2,"x1 is paste/pulp/dough/mash/mud/slurry [soft, smooth-textured, moist solid] of composition x2","6f",3,1,1
100842,"petso",,"pet",,,"gismu","1E15","P",3,"x1 is 1x10**15 of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100843,"pezli",,"pez",,,"gismu","leaf","叶",2,"x1 is a leaf of plant x2; x1 is foliage of x2","5b",26,5,5
100844,"picti",,"pic",,,"gismu","1E-12","p",3,"x1 is a trillionth [1x10**-12] of x2 in dimension/aspect x3 (default is units)","ae",0,"#N/A",0
100845,"pijne",,,,,"gismu","pin","销",3,"x1 is a pin/peg (needle-shaped tool) for fastening to/piercing x2, of material/properties x3","ao",2,"#N/A",0
100846,"pikci",,,,,"gismu","beg","乞",3,"x1 begs/pleads/supplicates/entreats/implores/beseeches/prays [asks with humility] x2 for x3","9c",11,2,2
100847,"pikta",,,,,"gismu","ticket","票",4,"x1 is a ticket entitling x2 to entitlement/privilege x3 (event/state) under conditions x4","5g",22,3,3
100848,"pilji",,,,"pi'i","gismu","multiply","乘",3,"x1 is the product/total/result of factors/multiplicands (x2 and x3) x2 multiplied by x3","7e",1,4,4
100849,"pilka",,"pil",,"pi'a","gismu","crust","皮",2,"x1 is a crust/rind/peel/skin/hide/outer cover of x2","9f",12,"#N/A",0
100850,"pilno",,,"pli",,"gismu","use","用",3,"x1 uses/employs x2 [tool, apparatus, machine, agent, acting entity, material] for purpose x3","2e",174,149,149
100851,"pimlu",,"pim",,"pi'u","gismu","feather","羽",2,"x1 is a/the feather/plume(s)/plumage [body-part] of animal/species x2","ai",1,2,2
100852,"pinca",,,,,"gismu","urine","尿",2,"x1 is a/the urine/piss/pee of x2","aa",1,"#N/A",0
100853,"pindi",,"pid",,,"gismu","poor","贫",2,"x1 is poor/indigent/impoverished/lacking in goods/possessions/property x2","a",24,10,10
100854,"pinfu",,"pif",,,"gismu","prisoner","囚",3,"x1 is a prisoner/captive of x2, restrained/held/confined by means/force x3","8e",2,5,5
100855,"pinji",,,,,"gismu","penis","茎",2,"x1 is a/the clitoris/penis [projecting reproductive organ; body-part] of x2","aa",2,"#N/A",0
100856,"pinka",,"pik",,,"gismu","comment","评",4,"x1 (text) is a comment/remark/observation about subject x2 expressed by x3 to audience x4","8c",107,49,49
100857,"pinsi",,"pis",,,"gismu","pencil","涂",3,"x1 is a pencil/crayon/stylus applying lead/marking material x2, frame/support [of material] x3","1f",20,5,5
100858,"pinta",,"pin",,,"gismu","level","平",2,"x1 is flat/level/horizontal in gravity/frame of reference x2","9b",8,2,2
100859,"pinxe",,"pix",,,"gismu","drink","喝",3,"x1 (agent) drinks/imbibes beverage/drink/liquid refreshment x2 from/out-of container/source x3","2j",39,42,42
